canonical_statement_id,source_count,duplicate_count,opportunity_title,normalized_text_hash,lineage_complete
CGS-000171,1,0,6515--NetApp,c36e90283a9ac147317d3c4a52e995025b4b3ba54e4ac8b3698918e6c82abbfe,yes
CGS-000172,2,1,6515--NetApp,2b1b20d0c38f879e7503addefb32fb6c1afdf918048ce32b9241099d0ea19226,yes
CGS-000173,1,0,6515--NetApp,0efe7d88fe751b8cdf23c37525cb625895c5d01af3044ace9b65796299eeda7f,yes
CGS-000174,2,1,6515--NetApp,11eb60542db4f8ba7f52aed94c3b67f09f8e0bfb94335bdaed2bb18768cc0961,yes
CGS-000175,1,0,6515--NetApp,149c485e2b71d46e69f672a37169a89709738c40067f9e0a1578e4565f9b9731,yes
CGS-000176,1,0,6515--NetApp,ff5fdecbde96cad671d55b8dcd8e555693aa9c60672e0ee0619424a2a4f24548,yes
CGS-000177,1,0,6515--NetApp,8acde717e55280317757d9f8af8a2ab694ae301354a706558ea4549ceb51e392,yes
CGS-000178,1,0,6515--NetApp,787812573907308145e8a9eb68a133889d88ca517d4077de3694fa573077ca6b,yes
CGS-000179,2,1,6515--NetApp,4410bf49ba5845002233b30e34b6f4b00cb09c1f4188562434e0b7c433df1b7b,yes
CGS-000180,1,0,6515--NetApp,466b08ae7f79ff7091db4826bf0555c0c1469597b86f35ecebaef0de37ffe9be,yes
CGS-000181,1,0,6515--NetApp,910b4b90b6aa2ccf3b9ef84c868d415e749a65378b99fa4d23faae9d759d22ea,yes
CGS-000182,1,0,6515--NetApp,9fe6ad0897fbc5bf5f016bb9c75e40423d3fafc89135c1281ec763479571911a,yes
CGS-000183,1,0,6515--NetApp,3b7db8451cc6430c24612c9dfcfaa75bb558c7cdfe5b8c100dcd872f8f62de12,yes
CGS-000184,1,0,6515--NetApp,67ee29ab543e9e1469e9d22fb4b07cca83c2552b98dd8f62ffcbe39ce8ab55aa,yes
CGS-000185,2,1,31 CES n. 25 military gear lockers.,a5111dcf119d4f7a2918b4092d5b6e31cbdb858b3fb16dea733c83c85b58bb4e,yes
CGS-000186,2,1,31 CES n. 25 military gear lockers.,a53865310710db06d408bdbac43045316c5d364f4b3ede2a1c9938218de308ec,yes
CGS-000187,2,1,31 CES n. 25 military gear lockers.,8bc6b84c36a82cf838856c51f2d3bb210bc180deaf86e0e58db0441768e12af3,yes
CGS-000188,1,0,31 CES n. 25 military gear lockers.,d3417a72de4da85a66d154550565c46a586dd138c63a3d96cab0c15262081cd6,yes
CGS-000189,1,0,31 CES n. 25 military gear lockers.,0bd5d3daabec2378e41205515977f09dc6148c62224d8ab4810f1f9ee3b50e8f,yes
CGS-000190,1,0,31 CES n. 25 military gear lockers.,f0ba46615ca99b52d9740f157263bab1a290aa54979af720539f3b51bdce39db,yes
CGS-000191,1,0,31 CES n. 25 military gear lockers.,7e24391f051f0842885184d4de0f00240806c95435c230d1469b079b81091642,yes
CGS-000192,1,0,31 CES n. 25 military gear lockers.,a4fa44cb50465cbae47020a1379f9f0df1c653a99ab435c9bec9bc2c215b9dcf,yes
CGS-000193,1,0,31 CES n. 25 military gear lockers.,4c6066abd483d7fae3f40126571054f2ea96b022d845a2b5583410213ea870c3,yes
CGS-000194,1,0,31 CES n. 25 military gear lockers.,a5718acf4a90f7f1d271154f1554101ff8d0db277f452eb63b79cebcdc273756,yes
CGS-000195,1,0,31 CES n. 25 military gear lockers.,a9eba42a600a64f919a6e6746eb6eb6e189bc4f14c5c4bd41cbf7fdcc46b3690,yes
CGS-000196,1,0,31 CES n. 25 military gear lockers.,2d8549e3cbfe55ab985418ea60950835627fef16c95d8e4839f79cbde337208b,yes
CGS-000197,1,0,31 CES n. 25 military gear lockers.,635255acc98068ae9efe99aee09f71a6d7ae3e9bcbe58f33abffcbac248ccbaf,yes
CGS-000198,1,0,31 CES n. 25 military gear lockers.,f5108a652fadb6ca45c606cc7806c6fd442d616b678cdc401c0b048ff11ddc3f,yes
CGS-000199,1,0,31 CES n. 25 military gear lockers.,b81ed34f4e665a6f24f6997a3f2d5a456fa9bad480552bf029e6254fc4e6595c,yes
CGS-000200,1,0,31 CES n. 25 military gear lockers.,1121893b74814812ecf06e2a12d4d5c3ed37bca04ab470efc069c136b6a9bc37,yes
CGS-000201,1,0,Hex Jam Nuts,6884893e7bba2995920f613d1be1ca99049d88890edddb51ffbe000d7e745340,yes
CGS-000202,1,0,Hex Jam Nuts,8a003cb036a6022df1c564f587de01a6907ab9f3e32da61b1837407d1e5578f3,yes
CGS-000203,1,0,Hex Jam Nuts,78b4c44fdbdfd08f20f6d5bf710dd84846b04644a0ae1d518441a61dce1f33fc,yes
CGS-000204,1,0,Hex Jam Nuts,e051a49977c7975103932be9b08b86f0039e17fc9acc9ddce2563858e9e87d65,yes
CGS-000205,1,0,Hex Jam Nuts,0ae5c45cb537049e11fca2cd081ba90d0507fda13e69663e807d0f9ba99dee44,yes
CGS-000206,1,0,Hex Jam Nuts,e1381c07f5a36cb2bbc5202e701d051165082693b80ceb3248c7aa3703ea82cf,yes
CGS-000207,1,0,Hex Jam Nuts,9bfe535506be03fc8254b6f39c98996e545263e5df5bcd5410c8da5260bb087b,yes
CGS-000208,1,0,Hex Jam Nuts,40b2d8902ffac3b2d9c6bdb5dddc3c57c92e29669a0584c6304c11578cc128ed,yes
CGS-000209,1,0,Hex Jam Nuts,140b468a5095d6af1b2d1495dc8afa64cc8f2bb9e0b4fad83a5d83f4a4d7e131,yes
CGS-000210,1,0,Hex Jam Nuts,8a566d066e8df309a1a1cb15a680aaed9935b50b56aa309906a40b0d0b1dbbc2,yes
CGS-000211,1,0,Patient Ceiling Lift Slings Replacement,e67d9235e346083c2d521883944371f1f34af358d68523314375223ef62e7470,yes
CGS-000212,1,0,Patient Ceiling Lift Slings Replacement,57bce8ec36edc23cd4e4c9087918a00ae30225893b8dc49e8505993f9d1d2c99,yes
CGS-000213,1,0,Patient Ceiling Lift Slings Replacement,11627a9bc7d7b6315054c72484b0d31a1f1fa5a12d84323786aeb5eb0481640a,yes
CGS-000214,1,0,Patient Ceiling Lift Slings Replacement,5d5d0c173f9eac01bd00421a7f16a3c81be05e5af035307b3eef2e91667fdb24,yes
CGS-000215,10,9,Marketplace for Acquisition of Professional Services (MAPS),fb8beca5164a486de4f2a6cd2b05b99dfc10367c78f29daa78beab30e925559e,yes
CGS-000216,10,9,Marketplace for Acquisition of Professional Services (MAPS),f61c78cf9f89f29eca6e01dea553c3b15553f82575372805e8abd849030b92cf,yes
CGS-000217,20,19,Marketplace for Acquisition of Professional Services (MAPS),9bb90d0634e761ac964878b9c9d9f4c60ffb37e8b5a178f5165d1f9eda2c45b6,yes
CGS-000218,2,1,Marketplace for Acquisition of Professional Services (MAPS),0d7b419994f318fe3f2b802994d153e465608f232b23bfd4094062ff52e934b4,yes
CGS-000219,1,0,Marketplace for Acquisition of Professional Services (MAPS),7c3b43af0dce9a9b8c815657022721180567547f26b63e52491e30f9a5847c63,yes
CGS-000220,1,0,Marketplace for Acquisition of Professional Services (MAPS),f075e1d1e7cd5ed4152a37be0c5859789d61c34667e7d270eb9f45d59f296746,yes
CGS-000221,1,0,Marketplace for Acquisition of Professional Services (MAPS),b9142f6b912043c236aa8f39960f0c3c3a775b96358c334d03f43a5ea7bf558b,yes
CGS-000222,2,1,Marketplace for Acquisition of Professional Services (MAPS),727435fd58ecf31ed1ad1b89fcc05d1958bacda44355882f2a43131f51291342,yes
CGS-000223,1,0,Marketplace for Acquisition of Professional Services (MAPS),bda0332116f337800b140fc39bac9e0d541eaaefd35f30f8adf5d02b2879a7fb,yes
CGS-000224,1,0,Marketplace for Acquisition of Professional Services (MAPS),a0ba175d4751201e5f2f4c8f0da6d1e8f736b2e8d2db90e670d1d2deebf7c28c,yes
CGS-000225,1,0,Marketplace for Acquisition of Professional Services (MAPS),f12bfe8c7ff9a6e8a71c752a789bd93ed6eddca96324579afeb78773879340e0,yes
CGS-000226,1,0,Marketplace for Acquisition of Professional Services (MAPS),7e488248a82a2590ec6c57581ad2587cd36a8cde1489957f6b0028c012e34869,yes
CGS-000227,1,0,Marketplace for Acquisition of Professional Services (MAPS),f7e5a300272a1bab71059b8e4328945816273ee3a00bd1f73acb43c3ae1fd4f0,yes
CGS-000228,1,0,Marketplace for Acquisition of Professional Services (MAPS),c179fd705b96ed788f1e4152a11ee2136c4c89110c1c16d338529c38212b6adc,yes
CGS-000229,1,0,Marketplace for Acquisition of Professional Services (MAPS),a6f09efefaa5586737fa376a7d09c6e643e424c72e6e7a7281100d4d1c97b5bb,yes
CGS-000230,1,0,Marketplace for Acquisition of Professional Services (MAPS),566cc3c061dee7197a07c32da5c426ac839dcd0cf76135b125cec273cc401cd7,yes
CGS-000231,1,0,Marketplace for Acquisition of Professional Services (MAPS),c153559b96366ad437a4d8fd17eb4704cb223f468493a1746d6d8bc16f5f5f7b,yes
CGS-000232,1,0,Marketplace for Acquisition of Professional Services (MAPS),f8eb42878b387bc6be4993b74900f84c6594c8cfa1c5b34c96df57eec5ca5c5b,yes
CGS-000233,1,0,Marketplace for Acquisition of Professional Services (MAPS),2b8f93183beb10bbe24f57c315d2d859d6318af0b7eee75499dd3781743706f0,yes
CGS-000234,1,0,Marketplace for Acquisition of Professional Services (MAPS),fc373d800705464fb5b10ad4d4271abf98401c27b9638baa1658ad9e0217ff02,yes
CGS-000235,1,0,NPSC Physician Services at the NNMC,afb961ceee8bbbf887340a709683da881b26daec2496b1d023ddeafb70250851,yes
CGS-000236,1,0,NPSC Physician Services at the NNMC,2ce1ca118327e1219690275901591ec7eff092ef9d1b9e2ec040278f0af29747,yes
CGS-000237,1,0,NPSC Physician Services at the NNMC,a472653b5d588db35768582e1c2ffd5483eae12fdf3a812a494aad5d8ac54a54,yes
CGS-000238,1,0,NPSC Physician Services at the NNMC,91ad04c3ffb701002f5570c43a6b01de96ff35ef771a82a9ee2603d7f053f69c,yes
CGS-000239,1,0,NPSC Physician Services at the NNMC,054e7eb7bf8b0b651f402f155aef254efa68af7f8913b7a3b937aaee388fddeb,yes
CGS-000240,1,0,NPSC Physician Services at the NNMC,89b160d12a093f97a6970c872d45923d0e91b1b67ad9f192157dbe1849eb5464,yes
CGS-000241,1,0,NPSC Physician Services at the NNMC,6fd44a7037215b10bba3582904fee52028fbd8e782b055a5aa6fe693e517244b,yes
CGS-000242,1,0,NPSC Physician Services at the NNMC,1045c719410b16d93b3df17a7e2d2fb86d57aa15e551f8ab58aab9f31700c40e,yes
CGS-000243,1,0,NPSC Physician Services at the NNMC,f989dbe92896d8a6581ba16e34356ea72a7291fcc0525e254f982df6fc2a75f1,yes
CGS-000244,1,0,NPSC Physician Services at the NNMC,ec66381a6a450e1ce5b99c94e5d9b0e64fa6d5fd178a17410ffeb40bcd4bda30,yes
CGS-000245,1,0,NPSC Physician Services at the NNMC,13200dd16bff67b7b543f93bbfb64c2f95838ffefa3a3199ae73df7a44cad317,yes
CGS-000246,1,0,NPSC Physician Services at the NNMC,109c7058aa9374c522a2e4dae94a13e565a3514652f5405ceb6e2667b95a45a3,yes
CGS-000247,1,0,NPSC Physician Services at the NNMC,0ac527b9e8b25cfefc7b992522b6fdcca9ba17592a82375409999b8ae16965de,yes
CGS-000248,1,0,NPSC Physician Services at the NNMC,91964686f8741c06e6b77a5106db4b44e3f98f2087ba128516b09f23cc0e5cb9,yes
CGS-000249,1,0,NPSC Physician Services at the NNMC,11dc5a772ae4c5c29423fe3bb4932c8a0cea1b15cd8978c1eb629c70af22f59e,yes
CGS-000250,2,1,NPSC Physician Services at the NNMC,85cce3c7935723122f6f2c7d305b9d0f47ab683e08f716b5857b7a1c0fd2b45d,yes
CGS-000251,1,0,NPSC Physician Services at the NNMC,f2287e85f2f6a15ba6c6dcf77350f22b0a9d8b807ea13ac3b338d4261442f847,yes
CGS-000252,1,0,NPSC Physician Services at the NNMC,e74d3a997079c4712a04fbe81d41a960a00802a2d832d5b6b4abf54cc3e9a4a8,yes
CGS-000253,1,0,NPSC Physician Services at the NNMC,fc74b57747f83d0f4b137dc989377f79122095deda355e6723f9c349ea0401ab,yes
CGS-000254,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,f2368d321c6d06c0e42178ad5d3a76555bd654be9bb5012f69c66bd43383a6d8,yes
CGS-000255,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,5eecfd7ee3495f77bf4af5491c7823ff7bb181594022ac79d9f739cb3aee6bf0,yes
CGS-000256,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,0e8729a180448a2a553d1447008d051587e30517bb5cf3817600eec982bd188e,yes
CGS-000257,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,05ea323ea216f8de3f7195b3df316b2e12e7d6bd1f14a3f5a6a923694653035d,yes
CGS-000258,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,086fcf5a9b257b77620fde62284d233b0f588c3e9cd32a49fe3c60d60ce8184e,yes
CGS-000259,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,95fe1ed91ec3aebf13000dbf2f04c8e6f1053b20085bd5a43fdb26c35ea7b48c,yes
CGS-000260,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,24ef4e23a6aa4f9159c2a288c2f213750e73ec0a4f7a2f852c2d61b48eb1a788,yes
CGS-000261,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,a7399e6ac341c4ecf26988d237e64bfb9f4fd1db2353195d36b32cafc5e99b8c,yes
CGS-000262,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,3df17ff26b1cac139b943e0d76bbda5e5343da786fe02c46ffc6219aa844a083,yes
CGS-000263,2,1,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,08609dcf0cacff2a8498bd61765614cc9f28cd734c05bd6eed8105b39258472f,yes
CGS-000264,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,ebb5fd4c669e5ecf2606c131eda7f301a3e2f94c42a4e2735676f99e848cd538,yes
CGS-000265,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,cd2511b8b8f72075c13b7994ed6f57f16ed3bef62aaf8025a67c65be1af9b85d,yes
CGS-000266,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,d7db9f498cec999cdeedbc3cc2ee2aadf56788ac452927e478088f18ce755b38,yes
CGS-000267,5,4,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,b4c9712591af8bb0499bbe26520de534486e40ba5cf3fe92e11711df0e561045,yes
CGS-000268,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,5c93db42a413c8b09b20f57325318fc7656496f1af79a6fdd47e518baed9cda9,yes
CGS-000269,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,562e1db7c69ff605cf25dca335712e72318882f45044ed9daf047fbfaeda327a,yes
CGS-000270,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,867be16fc37f26a439b36f9de3faae26d849903a84b4f50390174cf1bdd3877f,yes
CGS-000271,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,8912c79a78c9c36c131a250588f968396a7ac19c498ba377d282f490beef1e2f,yes
CGS-000272,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,6c180e80bbdae2ed68199e6876fc4e41bb3c7997181061f7d0f7de1caa88991d,yes
CGS-000273,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,6c5addbfb446b710ad6951fb248cd207562b285bae74166b17e79580a133e310,yes
CGS-000274,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,56b9e5e56848e0595ef3751b9577a5cba86c7419125d2ad2a044171654f7842e,yes
CGS-000275,5,4,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,7b263ba0b40790582a1b981486dbbc08047918f8f1b3021cbef0f6a3b1e2d6c3,yes
CGS-000276,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,c39cf08bbbe411428dbbaa147ef5502195c15b24bf3c054b71e5b2109a1f5f9a,yes
CGS-000277,3,2,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,a7a587b6b76accb6e76be5f01d0df014d3c9d3d332c0f1b135d4226507dbcb0f,yes
CGS-000278,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,8d53445b2eb1d1f3c8e3043af3964fcb01ffabbf4a5d3e6951c6f11e92b7432f,yes
CGS-000279,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,7d02c487851996a6add8f2fe8e2ad5b6027789dbe7041b442f074f7d6b0dae49,yes
CGS-000280,1,0,Preventive Maintenance Services for Anti-Climb Bi-folding Gates,eaa128f8cc24125b85f934f84b6ed8a7a9565a860ea0a9cc010e0c71b544eea4,yes
CGS-000281,1,0,Shade Structure Canopy,59650f9a09b157ffc12d236be12c8a5f5da9eb71cdb65de47ca9a5c810171081,yes
CGS-000282,1,0,Shade Structure Canopy,6cbe09e156148e562af332f53440965ac3095914fe66f7af53ba64d9bf1747c8,yes
CGS-000283,1,0,Shade Structure Canopy,7c2fa85d5c62bbf56bb45edc23ed1eea19bd83912fcb146f776136eb45030617,yes
CGS-000284,1,0,Shade Structure Canopy,0c37a90b3a5afa4bbf28b35c6aa80f91f849524e0f3e07658c1ecc77218125f7,yes
CGS-000285,1,0,Shade Structure Canopy,48adb1edc80c83f248c18256e91045728e11401da50c349c4c5b0d9ec1194e87,yes
CGS-000286,1,0,Shade Structure Canopy,4c30d9caf8d6b70fb7ad75c122c673cd3e08b5025144995ceab2ada4d4605196,yes
CGS-000287,1,0,Shade Structure Canopy,2e82aa62fb59d8cc5ecaa946322cc042d79b062b3c82fefab2cecca7db22b0c5,yes
CGS-000288,1,0,Shade Structure Canopy,8cdbd214e9dd4bf77aa936bf85b868210821c037910773b4a5528f89bcfdf954,yes
CGS-000289,1,0,Shade Structure Canopy,1c71789e0803168aef0288bfa8e563838827aebe519041e5c4e8cb0eb8571f12,yes
CGS-000290,1,0,Shade Structure Canopy,75bf771714e0a736f8feb6786da54879fa2328614192eb9addd3ece186f6514d,yes
CGS-000291,1,0,Shade Structure Canopy,ee8c0860cf23b9841999994b1fe73781c176cc2d97a3a39b5eb0db6a908fa392,yes
CGS-000292,1,0,Shade Structure Canopy,692462ace2a75e7a09b040109684a3b696f0dacb93e17181f746027c66dc6ca3,yes
CGS-000293,1,0,Shade Structure Canopy,4fa728815531b9e4b0754f66200680acaf327ea8f2e1560a03d3d24713db4800,yes
CGS-000294,1,0,Shade Structure Canopy,3ae81e17601eebb3f5498482fec2a75b5ba6becdea3616131e8ee1a94b25ee04,yes
CGS-000295,1,0,Shade Structure Canopy,9206492df8da59c3e39726b37c2d9aad3c0d323202e7a606f7a245a9fbb17c50,yes
CGS-000296,1,0,Shade Structure Canopy,2b166bbb090eef10c7e35b464aa5f94a9b7f94a8f4716e13ed0982d330d154ab,yes
CGS-000297,1,0,Shade Structure Canopy,94ed43d004ebab305a8a84d3f02c8de4fe2c321bf465861602d872b0b7d84398,yes
CGS-000298,1,0,Shade Structure Canopy,5ba1417a3158db75236196d6555aa78600728812564ada7d1fc8263278568ca2,yes
CGS-000299,1,0,Shade Structure Canopy,f87c9381e2055095301918f3bf64029369b2af4ed8b328bd68c3799599eaf2fa,yes
CGS-000300,1,0,Shade Structure Canopy,0a7ee832bce6a1a2374031f18605ac690bc5146d60fcf3f10f24dcdb06795e02,yes
CGS-000301,1,0,Shade Structure Canopy,ec7539522bac4c7d39d9bf5d62da5d937dca3e4036f9c76cc57fedda80ddab38,yes
CGS-000302,1,0,Shade Structure Canopy,1b632221a0a6ae56efad82bc9bd07d25decbe1195399f6f281c66037c8784c60,yes
CGS-000303,1,0,Shade Structure Canopy,4fcbded25028a7b0dbfa39faa42e78d8df9732d38c03117b7d19a268182c9c39,yes
CGS-000304,1,0,Shade Structure Canopy,bd8cba3a0061af0ab2cdbe41dd79af9273cf57eaabdebc32b1628fa91af712c8,yes
CGS-000305,1,0,N--George Washington Birthplace National Monument- RE,31d21776de3a2a94594f38915fc7c3ae040358e06c5569078c5684dbf9457803,yes
CGS-000306,2,1,N--George Washington Birthplace National Monument- RE,ef9032c2f24003872bde28db9440636898983260922caf7d0bb1cf7cf38a727f,yes
CGS-000307,1,0,N--George Washington Birthplace National Monument- RE,b55f11f8d4747a46731ce3c366230ccaaa1f8d3c969a20ffad44ce4292b8c9f0,yes
CGS-000308,1,0,N--George Washington Birthplace National Monument- RE,318bf2be23c1924f4e2b61d5253418e80593b0cccb31f20511be9842e795b07a,yes
CGS-000309,1,0,N--George Washington Birthplace National Monument- RE,5870472ea379544fb7fe5e1b5ce7558ffa03f52f91730c7689df068cb74805ab,yes
CGS-000310,1,0,N--George Washington Birthplace National Monument- RE,1aa6af441b7069be3b7d1d65e0c1f82b8ecb0f019898a0d496d249ce38bc93bb,yes
CGS-000311,1,0,N--George Washington Birthplace National Monument- RE,e05c6f89b0b17b99fa961110c09ad26d70c0e958f87ccd37225cda79c0bb6037,yes
CGS-000312,1,0,N--George Washington Birthplace National Monument- RE,3847467a2dc594f3ae2d27c8e5d6fa55e6be7c623b7d536f2b129bb90dab4e4b,yes
CGS-000313,3,2,N--George Washington Birthplace National Monument- RE,912be6fa5feeb37fd25a7fc39b532083fd6f3154c7c4f88428c9695c6c17fa5b,yes
CGS-000314,1,0,N--George Washington Birthplace National Monument- RE,7a9d5bc839ca931ec94d24c4ba56a6baca4f2d15ec0fa79f460f62666a1ca551,yes
CGS-000315,1,0,N--George Washington Birthplace National Monument- RE,4c2602158a9c1c5bf836bd79181aec0a3f916e419c8f0dc33ab269638093eb36,yes
CGS-000316,1,0,N--George Washington Birthplace National Monument- RE,a5d910e96518c7439f34c0c6ff6d85c3f7bb6fa966326b83ee94dcdd9a7f51a1,yes
CGS-000317,1,0,N--George Washington Birthplace National Monument- RE,d56aa1f869327fe264eb1986414dfad7e75f7d1fb2a0d71d30ce0d6422d378dd,yes
CGS-000318,1,0,N--George Washington Birthplace National Monument- RE,299cc2d0683101d1859b61ef7fe0d3b096d9ea2e6e8f79480bb012e84203d143,yes
CGS-000319,1,0,N--George Washington Birthplace National Monument- RE,6f726ff5a44e5851745a4b98d9501d02a510cec6b72acbcd74561d6f94de03ed,yes
CGS-000320,1,0,N--George Washington Birthplace National Monument- RE,92e0bddc8456b9666957b56450855d1370dd4d4c20865424e680182f41ad242d,yes
CGS-000321,1,0,N--George Washington Birthplace National Monument- RE,4a5bc7755f214c9191a71e6e54c9deb1ac4845d38ca914d2e047c56063e98cf8,yes
CGS-000322,1,0,N--George Washington Birthplace National Monument- RE,129b8869e31cc2649edc87b21f4a37d2ca70e335152a26da29062be211e93647,yes
CGS-000323,3,2,EcoStruxure Panel Server Advanced (EnerlinX Series),a6e70fcc7bc4ba4777ca5258b59734d2b700cf03a0a0017253df222118aff7b2,yes
CGS-000324,4,3,EcoStruxure Panel Server Advanced (EnerlinX Series),26b61a4cf953052b1830c6a89225f6ba8dbb656280d556953e821ca79f1c806a,yes
CGS-000325,4,3,EcoStruxure Panel Server Advanced (EnerlinX Series),c87dfb7d0d552c98cb01ce3a69a56541dd240e170e2f3aba2248942bac70181d,yes
CGS-000326,1,0,EcoStruxure Panel Server Advanced (EnerlinX Series),9d68bfde0157326f3a863e4a372b68772613f9e34b6b1c5956f3d25fb10cdd4d,yes
CGS-000327,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),e4782effed54c67841605121628d78ad9e862dda6aa1ab2883ec0d46e75e612d,yes
CGS-000328,6,5,EcoStruxure Panel Server Advanced (EnerlinX Series),b2300e83fb9fd333e5eef80a280e2baff526c33bb4d7135a76bc35cc13abc3c9,yes
CGS-000329,1,0,EcoStruxure Panel Server Advanced (EnerlinX Series),0cbe00bc638d95425bb204428562ad0f07dba1ff678d2215042779a30120f6bb,yes
CGS-000330,4,3,EcoStruxure Panel Server Advanced (EnerlinX Series),c0fb095baabae049928fb12290b341406dd7f143aa4732049d93772d3a04630e,yes
CGS-000331,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),b05e6089b08f5c56073d22c5747c80b404286ca7045098e40ff522a592b11751,yes
CGS-000332,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),3b94632420a045dc5c156ba0ae934e536ab89ffd7883d27bcaa44603104bf754,yes
CGS-000333,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),986bcb26c2df544e7c4ac6cbb9e79ebb281200d055a3462f14d7710b69a9012d,yes
CGS-000334,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),ea193cd2ac9278e9e82063508320fdc1b6ee18990ae4b0caf3ff240b5645bc08,yes
CGS-000335,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),8b99a10ffa0805e84a2bc281746bd070a42c489d1a0356a84e3ed5c6aff32898,yes
CGS-000336,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),970633c8488bc0e0a1dfefb1d38a5e34fb67b4f4ac83f7387c082aedf8e799a8,yes
CGS-000337,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),0fe49c055a773b5974c6cff6c912da967230c664394969ec376f8732db78f510,yes
CGS-000338,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),28017d1cf7cb8841c7c2f8c44eb5c263693ea373bc3efd03c1bb71fbab09305d,yes
CGS-000339,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),e9bb0c2b5b8635bfcb40fd4cc594cf076c78a178ed14d585794bb7af02ae9178,yes
CGS-000340,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),0d3745d1de783bb9e7f6c53b93431298bccb43760dd1369d91478722e92809f1,yes
CGS-000341,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),f4335ea9c3b05e9b49fe71e1c2955f7226469067faaa2f7794c14ed7226a183b,yes
CGS-000342,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),dc97c4d8463ad3ec1b79e4e0972b36b94b07543aec3cb32e21e1504c1865bd23,yes
CGS-000343,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),20e6bda80abed7d5f93fe5d8be72aa500c5e593db8453b0d5d24b18ad6770eff,yes
CGS-000344,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),78074f062cad16c0627eb80179005ec30c3284b521ca644c83c9e0a869f21e3d,yes
CGS-000345,2,1,EcoStruxure Panel Server Advanced (EnerlinX Series),a74dce9ef27ceebb8eb2715c7e3dc3c2d005f0132a01e471afa77a912a71acb6,yes
CGS-000346,1,0,Repair BEQ HP135,0c077af90dd2ea84e31b4664eab264e9a54cde6f5e6c6a7196f0e09d68762f13,yes
CGS-000347,1,0,Repair BEQ HP135,75b3fe6ff0e4682192eb2f02ec8d08e34ec650db419c968581b5be233cfe1af3,yes
CGS-000348,1,0,Repair BEQ HP135,231adba1b0334380543a8514b87dcba6d9f5cf26f31b5e483bf487f683db5be5,yes
CGS-000349,1,0,Repair BEQ HP135,e2ed2cbcb57e5f2237ba7319a5a5b13b6a6e5b119cf9b0c0e97e35261b3b80ea,yes
CGS-000350,1,0,Repair BEQ HP135,e4722325703e23cfd0218b7a0087a9038f2b9e05858039baa75dface4ddd45c8,yes
CGS-000351,1,0,Repair BEQ HP135,d688f39f6e832b2899a07eab6d0e7e52fe7e1dd3a249f45027da3df733d60e25,yes
CGS-000352,1,0,Repair BEQ HP135,483ce0e38ec1148ae129e55cf0cae77a812ae8f722ee8ac0323ea07ef67d7912,yes
CGS-000353,1,0,Repair BEQ HP135,ca9257c3d8b4b967fc889ea7365c1c9c72e56a14880af786c859077f69fdb7fc,yes
CGS-000354,1,0,Repair BEQ HP135,0bec5c40f6de366d780e7239118451cc02171ca35f978d7a14aec5a82c53b848,yes
