source_file,column_name,current_status,commercial_potential,notes
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contractingEntityAddressProvince-entiteContractanteAdresseProvince-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contractingEntityAddressCountry-entiteContractanteAdressePays-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,endUserEntitiesName-nomEntitesUtilisateurFinal-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,endUserEntitiesAddress-adresseEntitesUtilisateurFinal-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,endUserEntitiesName-nomEntitesUtilisateurFinal-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,endUserEntitiesAddress-adresseEntitesUtilisateurFinal-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoName-informationsContactNom,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoEmail-informationsContactCourriel,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoPhone-contactInfoTelephone,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoFax,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoAddressLine-contactInfoAdresseLigne-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoCity-contacterInfoVille-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoProvince-contacterInfoProvince-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoPostalcode,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoCountry-contactInfoPays-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoAddressLine-contactInfoAdresseLigne-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoCity-contacterInfoVille-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoProvince-contacterInfoProvince-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,contactInfoCountry-contactInfoPays-fra,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,awardDescription-descriptionAttribution-eng,inventory_only,to_be_scored,
legacy_award_notices_2012_to_2022_08_prior_to_canadabuys.csv,awardDescription-descriptionAttribution-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,title-titre-eng,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,title-titre-fra,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,referenceNumber-numeroReference,inventory_only,to_be_scored,
all_canadabuys_contract_history_2023_06_01_onwards.csv,amendmentNumber-numeroModification,inventory_only,to_be_scored,
